row,base,ai,sim,error
26,Question_10,yes,yes,
26,Question_2,yes,yes,
26,Question_2.1,no,no,
26,Question_2.1_2,no,no,
26,Question_2.1_3,no,no,
26,Question_2.2,yes,yes,
26,Question_2.2_2,no,no,
26,Question_2_2,no,no,
26,Question_3.1,no,no,
26,Question_3.1_2,no,no,
26,Question_4,yes,yes,
26,Question_4.1,yes,yes,
26,Question_4_2,no,no,
26,Question_5,yes,yes,
26,Question_5.1,yes,yes,
26,Question_5.1_2,no,no,
26,Question_5.1_3,no,no,
26,Question_5.1_4,no,no,
26,Question_7,yes,yes,
26,Question_7.1,yes,yes,
26,Question_7_2,no,no,
26,Question_8,yes,yes,
26,Question_8_2,no,no,
26,Question_9.1,yes,yes,
27,Question_1,no,no,
27,Question_1.1,no,no,
27,Question_1.1_2,no,no,
27,Question_1.1_3,no,no,
27,Question_1.1_4,no,no,
27,Question_1.1_5,no,no,
27,Question_10,no,no,
27,Question_2,no,no,
27,Question_2.1,no,no,
27,Question_2.1_2,no,no,
27,Question_2.1_3,no,no,
27,Question_2.2,no,no,
27,Question_2.2_2,no,no,
27,Question_2_2,no,no,
27,Question_3.1,no,no,
27,Question_3.1_2,no,no,
27,Question_4,no,no,
27,Question_4.1,no,no,
27,Question_4_2,no,no,
27,Question_5,no,no,
27,Question_5.1,no,no,
27,Question_5.1_2,no,no,
27,Question_5.1_3,no,no,
27,Question_5.1_4,no,no,
27,Question_7,no,no,
27,Question_7.1,no,no,
27,Question_7_2,no,no,
27,Question_8,no,no,
27,Question_8_2,no,no,
27,Question_9.1,no,no,
28,Question_1,no,no,
28,Question_1.1,no,no,
28,Question_1.1_2,no,no,
28,Question_1.1_3,no,no,
28,Question_1.1_4,no,no,
28,Question_1.1_5,no,no,
28,Question_10,no,no,
28,Question_2,no,no,
28,Question_2.1,no,no,
28,Question_2.1_2,no,no,
28,Question_2.1_3,no,no,
28,Question_2.2,no,no,
28,Question_2.2_2,no,no,
28,Question_2_2,no,no,
28,Question_3.1,no,no,
28,Question_3.1_2,no,no,
28,Question_4,no,no,
28,Question_4.1,no,no,
28,Question_4_2,no,no,
28,Question_5,no,no,
28,Question_5.1,no,no,
28,Question_5.1_2,no,no,
28,Question_5.1_3,no,no,
28,Question_5.1_4,no,no,
28,Question_7,no,no,
28,Question_7.1,no,no,
28,Question_7_2,no,no,
28,Question_8,no,no,
28,Question_8_2,no,no,
28,Question_9.1,no,no,
29,Question_1,no,no,
29,Question_1.1,yes,yes,
29,Question_1.1_2,no,no,
29,Question_1.1_3,no,no,
29,Question_1.1_4,no,no,
29,Question_1.1_5,no,no,
29,Question_10,no,no,
29,Question_2,yes,yes,
29,Question_2.1,no,no,
29,Question_2.1_2,no,no,
29,Question_2.1_3,no,no,
29,Question_2.2,no,no,
29,Question_2.2_2,no,no,
29,Question_2_2,no,no,
29,Question_3.1,no,no,
29,Question_3.1_2,no,no,
29,Question_4,yes,yes,
29,Question_4.1,no,no,
29,Question_4_2,no,no,
29,Question_5,yes,yes,
29,Question_5.1,yes,yes,
29,Question_5.1_2,no,no,
29,Question_5.1_3,no,no,
29,Question_5.1_4,no,no,
29,Question_7,yes,yes,
29,Question_7.1,no,no,
29,Question_7_2,no,no,
29,Question_8,yes,yes,
29,Question_8_2,no,no,
29,Question_9.1,no,no,
30,Question_1,no,no,
30,Question_1.1,no,no,
30,Question_1.1_2,no,no,
30,Question_1.1_3,no,no,
30,Question_1.1_4,no,no,
30,Question_1.1_5,no,no,
30,Question_10,no,no,
30,Question_2,no,no,
30,Question_2.1,no,no,
30,Question_2.1_2,no,no,
30,Question_2.1_3,no,no,
30,Question_2.2,no,no,
30,Question_2.2_2,no,no,
30,Question_2_2,no,no,
30,Question_3.1,no,no,
30,Question_3.1_2,no,no,
30,Question_4,no,no,
30,Question_4.1,no,no,
30,Question_4_2,no,no,
30,Question_5,no,no,
30,Question_5.1,no,no,
30,Question_5.1_2,no,no,
30,Question_5.1_3,no,no,
30,Question_5.1_4,no,no,
30,Question_7,no,no,
30,Question_7.1,no,no,
30,Question_7_2,no,no,
30,Question_8,no,no,
30,Question_8_2,no,no,
30,Question_9.1,no,no,
31,Question_1,no,no,
31,Question_1.1,no,no,
31,Question_1.1_2,no,no,
31,Question_1.1_3,no,no,
31,Question_1.1_4,no,no,
31,Question_1.1_5,no,no,
31,Question_10,no,no,
31,Question_2,no,no,
31,Question_2.1,no,no,
31,Question_2.1_2,no,no,
31,Question_2.1_3,no,no,
31,Question_2.2,no,no,
31,Question_2.2_2,no,no,
31,Question_2_2,no,no,
31,Question_3.1,no,no,
31,Question_3.1_2,no,no,
31,Question_4,no,no,
31,Question_4.1,no,no,
31,Question_4_2,no,no,
31,Question_5,no,no,
31,Question_5.1,no,no,
31,Question_5.1_2,no,no,
31,Question_5.1_3,no,no,
31,Question_5.1_4,no,no,
31,Question_7,no,no,
31,Question_7.1,no,no,
31,Question_7_2,no,no,
31,Question_8,no,no,
31,Question_8_2,no,no,
31,Question_9.1,no,no,
32,Question_1,no,no,
32,Question_1.1,no,no,
32,Question_1.1_2,no,no,
32,Question_1.1_3,no,no,
32,Question_1.1_4,no,no,
32,Question_1.1_5,no,no,
32,Question_10,no,no,
32,Question_2,no,no,
32,Question_2.1,no,no,
32,Question_2.1_2,no,no,
32,Question_2.1_3,no,no,
32,Question_2.2,no,no,
32,Question_2.2_2,no,no,
32,Question_2_2,no,no,
32,Question_3.1,no,no,
32,Question_3.1_2,no,no,
32,Question_4,no,no,
32,Question_4.1,no,no,
32,Question_4_2,no,no,
32,Question_5,no,no,
32,Question_5.1,no,no,
32,Question_5.1_2,no,no,
32,Question_5.1_3,no,no,
32,Question_5.1_4,no,no,
32,Question_7,no,no,
32,Question_7.1,no,no,
32,Question_7_2,no,no,
32,Question_8,no,no,
32,Question_8_2,no,no,
32,Question_9.1,no,no,
33,Question_1,yes,yes,
33,Question_1.1,yes,yes,
33,Question_1.1_2,no,no,
33,Question_1.1_3,no,no,
33,Question_1.1_4,no,no,
33,Question_1.1_5,no,no,
33,Question_10,yes,yes,
33,Question_2,yes,yes,
33,Question_2.1,yes,yes,
33,Question_2.1_2,no,no,
33,Question_2.1_3,no,no,
33,Question_2.2,yes,yes,
33,Question_2.2_2,no,no,
33,Question_2_2,no,no,
33,Question_3.1,yes,yes,
33,Question_3.1_2,no,no,
33,Question_4,yes,yes,
33,Question_4.1,yes,yes,
33,Question_4_2,no,no,
33,Question_5,yes,yes,
33,Question_5.1,yes,yes,
33,Question_5.1_2,no,no,
33,Question_5.1_3,no,no,
33,Question_5.1_4,no,no,
33,Question_7,yes,yes,
33,Question_7.1,yes,yes,
33,Question_7_2,no,no,
33,Question_8,yes,yes,
33,Question_8_2,no,no,
33,Question_9.1,yes,yes,
34,Question_1,no,no,
34,Question_1.1,no,no,
34,Question_1.1_2,no,no,
34,Question_1.1_3,no,no,
34,Question_1.1_4,no,no,
34,Question_1.1_5,no,no,
34,Question_10,no,no,
34,Question_2,no,no,
34,Question_2.1,no,no,
34,Question_2.1_2,no,no,
34,Question_2.1_3,no,no,
34,Question_2.2,no,no,
34,Question_2.2_2,no,no,
34,Question_2_2,no,no,
34,Question_3.1,no,no,
34,Question_3.1_2,no,no,
34,Question_4,no,no,
34,Question_4.1,no,no,
34,Question_4_2,no,no,
34,Question_5,no,no,
34,Question_5.1,no,no,
34,Question_5.1_2,no,no,
34,Question_5.1_3,no,no,
34,Question_5.1_4,no,no,
34,Question_7,no,no,
34,Question_7.1,no,no,
34,Question_7_2,no,no,
34,Question_8,no,no,
34,Question_8_2,no,no,
34,Question_9.1,no,no,
35,Question_1,yes,yes,
35,Question_1.1,yes,yes,
35,Question_1.1_2,no,no,
35,Question_1.1_3,no,no,
35,Question_1.1_4,no,no,
35,Question_1.1_5,no,no,
35,Question_10,yes,yes,
35,Question_2,yes,yes,
35,Question_2.1,yes,yes,
35,Question_2.1_2,no,no,
35,Question_2.1_3,no,no,
35,Question_2.2,yes,yes,
35,Question_2.2_2,no,no,
35,Question_2_2,no,no,
35,Question_3.1,no,no,
35,Question_3.1_2,no,no,
35,Question_4,yes,yes,
35,Question_4.1,yes,yes,
35,Question_4_2,no,no,
35,Question_5,yes,yes,
35,Question_5.1,yes,yes,
35,Question_5.1_2,no,no,
35,Question_5.1_3,no,no,
35,Question_5.1_4,no,no,
35,Question_7,yes,yes,
35,Question_7.1,yes,yes,
35,Question_7_2,no,no,
35,Question_8,yes,yes,
35,Question_8_2,no,no,
35,Question_9.1,yes,yes,
36,Question_1,no,no,
36,Question_1.1,no,no,
36,Question_1.1_2,no,no,
36,Question_1.1_3,no,no,
36,Question_1.1_4,no,no,
36,Question_1.1_5,no,no,
36,Question_10,no,no,
36,Question_2,no,no,
36,Question_2.1,no,no,
36,Question_2.1_2,no,no,
36,Question_2.1_3,no,no,
36,Question_2.2,no,no,
36,Question_2.2_2,no,no,
36,Question_2_2,no,no,
36,Question_3.1,no,no,
36,Question_3.1_2,no,no,
36,Question_4,no,no,
36,Question_4.1,no,no,
36,Question_4_2,no,no,
36,Question_5,no,no,
36,Question_5.1,no,no,
36,Question_5.1_2,no,no,
36,Question_5.1_3,no,no,
36,Question_5.1_4,no,no,
36,Question_7,no,no,
36,Question_7.1,no,no,
36,Question_7_2,no,no,
36,Question_8,no,no,
36,Question_8_2,no,no,
36,Question_9.1,no,no,
37,Question_1,no,no,
37,Question_1.1,no,no,
37,Question_1.1_2,no,no,
37,Question_1.1_3,no,no,
37,Question_1.1_4,no,no,
37,Question_1.1_5,no,no,
37,Question_10,no,no,
37,Question_2,no,no,
37,Question_2.1,no,no,
37,Question_2.1_2,no,no,
37,Question_2.1_3,no,no,
37,Question_2.2,no,no,
37,Question_2.2_2,no,no,
37,Question_2_2,no,no,
37,Question_3.1,no,no,
37,Question_3.1_2,no,no,
37,Question_4,no,no,
37,Question_4.1,no,no,
37,Question_4_2,no,no,
37,Question_5,no,no,
37,Question_5.1,no,no,
37,Question_5.1_2,no,no,
37,Question_5.1_3,no,no,
37,Question_5.1_4,no,no,
37,Question_7,no,no,
37,Question_7.1,no,no,
37,Question_7_2,no,no,
37,Question_8,no,no,
37,Question_8_2,no,no,
37,Question_9.1,no,no,
38,Question_1,yes,yes,
38,Question_1.1,yes,yes,
38,Question_1.1_2,no,no,
38,Question_1.1_3,no,no,
38,Question_1.1_4,no,no,
38,Question_1.1_5,no,no,
38,Question_10,yes,yes,
38,Question_2,yes,yes,
38,Question_2.1,no,no,
38,Question_2.1_2,no,no,
38,Question_2.1_3,no,no,
38,Question_2.2,yes,yes,
38,Question_2.2_2,no,no,
38,Question_2_2,no,no,
38,Question_3.1,no,no,
38,Question_3.1_2,no,no,
38,Question_4,yes,yes,
38,Question_4.1,yes,yes,
38,Question_4_2,no,no,
38,Question_5,yes,yes,
38,Question_5.1,yes,yes,
38,Question_5.1_2,no,no,
38,Question_5.1_3,no,no,
38,Question_5.1_4,no,no,
38,Question_7,yes,yes,
38,Question_7.1,yes,yes,
38,Question_7_2,no,no,
38,Question_8,yes,yes,
38,Question_8_2,no,no,
38,Question_9.1,no,no,
39,Question_1,yes,yes,
39,Question_1.1,yes,yes,
39,Question_1.1_2,no,no,
39,Question_1.1_3,no,no,
39,Question_1.1_4,no,no,
39,Question_1.1_5,no,no,
39,Question_10,yes,yes,
39,Question_2,yes,yes,
39,Question_2.1,yes,yes,
39,Question_2.1_2,no,no,
39,Question_2.1_3,no,no,
39,Question_2.2,yes,yes,
39,Question_2.2_2,no,no,
39,Question_2_2,no,no,
39,Question_3.1,no,no,
39,Question_3.1_2,no,no,
39,Question_4,yes,yes,
39,Question_4.1,no,no,
39,Question_4_2,no,no,
39,Question_5,yes,yes,
39,Question_5.1,no,no,
39,Question_5.1_2,no,no,
39,Question_5.1_3,no,no,
39,Question_5.1_4,no,no,
39,Question_7,yes,yes,
39,Question_7.1,yes,yes,
39,Question_7_2,no,no,
39,Question_8,yes,yes,
39,Question_8_2,no,no,
39,Question_9.1,yes,yes,
40,Question_1,no,no,
40,Question_1.1,no,no,
40,Question_1.1_2,no,no,
40,Question_1.1_3,no,no,
40,Question_1.1_4,no,no,
40,Question_1.1_5,no,no,
40,Question_10,no,no,
40,Question_2,no,no,
40,Question_2.1,no,no,
40,Question_2.1_2,no,no,
40,Question_2.1_3,no,no,
40,Question_2.2,no,no,
40,Question_2.2_2,no,no,
40,Question_2_2,no,no,
40,Question_3.1,no,no,
40,Question_3.1_2,no,no,
40,Question_4,no,no,
40,Question_4.1,no,no,
40,Question_4_2,no,no,
40,Question_5,no,no,
40,Question_5.1,no,no,
40,Question_5.1_2,no,no,
40,Question_5.1_3,no,no,
40,Question_5.1_4,no,no,
40,Question_7,no,no,
40,Question_7.1,no,no,
40,Question_7_2,no,no,
40,Question_8,no,no,
40,Question_8_2,no,no,
40,Question_9.1,no,no,
41,Question_1,no,no,
41,Question_1.1,no,no,
41,Question_1.1_2,no,no,
41,Question_1.1_3,no,no,
41,Question_1.1_4,no,no,
41,Question_1.1_5,no,no,
41,Question_10,no,no,
41,Question_2,no,no,
41,Question_2.1,no,no,
41,Question_2.1_2,no,no,
41,Question_2.1_3,no,no,
41,Question_2.2,no,no,
41,Question_2.2_2,no,no,
41,Question_2_2,no,no,
41,Question_3.1,no,no,
41,Question_3.1_2,no,no,
41,Question_4,no,no,
41,Question_4.1,no,no,
41,Question_4_2,no,no,
41,Question_5,no,no,
41,Question_5.1,no,no,
41,Question_5.1_2,no,no,
41,Question_5.1_3,no,no,
41,Question_5.1_4,no,no,
41,Question_7,no,no,
41,Question_7.1,no,no,
41,Question_7_2,no,no,
41,Question_8,no,no,
41,Question_8_2,no,no,
41,Question_9.1,no,no,
42,Question_1,yes,yes,
42,Question_1.1,yes,yes,
42,Question_1.1_2,no,no,
42,Question_1.1_3,no,no,
42,Question_1.1_4,no,no,
42,Question_1.1_5,no,no,
42,Question_10,yes,yes,
42,Question_2,yes,yes,
42,Question_2.1,no,no,
42,Question_2.1_2,no,no,
42,Question_2.1_3,no,no,
42,Question_2.2,no,no,
42,Question_2.2_2,no,no,
42,Question_2_2,no,no,
42,Question_3.1,no,no,
42,Question_3.1_2,no,no,
42,Question_4,yes,yes,
42,Question_4.1,yes,yes,
42,Question_4_2,no,no,
42,Question_5,yes,yes,
42,Question_5.1,no,no,
42,Question_5.1_2,no,no,
42,Question_5.1_3,no,no,
42,Question_5.1_4,no,no,
42,Question_7,yes,yes,
42,Question_7.1,no,no,
42,Question_7_2,no,no,
42,Question_8,yes,yes,
42,Question_8_2,no,no,
42,Question_9.1,no,no,
43,Question_1,yes,yes,
43,Question_1.1,yes,yes,
43,Question_1.1_2,no,no,
43,Question_1.1_3,no,no,
43,Question_1.1_4,no,no,
43,Question_1.1_5,no,no,
43,Question_10,yes,yes,
43,Question_2,yes,yes,
43,Question_2.1,no,no,
43,Question_2.1_2,no,no,
43,Question_2.1_3,no,no,
43,Question_2.2,yes,yes,
43,Question_2.2_2,no,no,
43,Question_2_2,no,no,
43,Question_3.1,no,no,
43,Question_3.1_2,no,no,
43,Question_4,yes,yes,
43,Question_4.1,no,no,
43,Question_4_2,no,no,
43,Question_5,yes,yes,
43,Question_5.1,yes,yes,
43,Question_5.1_2,no,no,
43,Question_5.1_3,no,no,
43,Question_5.1_4,no,no,
43,Question_7,yes,yes,
43,Question_7.1,no,no,
43,Question_7_2,no,no,
43,Question_8,yes,yes,
43,Question_8_2,no,no,
43,Question_9.1,yes,yes,
44,Question_1,yes,yes,
44,Question_1.1,yes,yes,
44,Question_1.1_2,no,no,
44,Question_1.1_3,no,no,
44,Question_1.1_4,no,no,
44,Question_1.1_5,no,no,
44,Question_10,yes,yes,
44,Question_2,yes,yes,
44,Question_2.1,no,no,
44,Question_2.1_2,no,no,
44,Question_2.1_3,no,no,
44,Question_2.2,no,no,
44,Question_2.2_2,no,no,
44,Question_2_2,no,no,
44,Question_3.1,no,no,
44,Question_3.1_2,no,no,
44,Question_4,yes,yes,
44,Question_4.1,yes,yes,
44,Question_4_2,no,no,
44,Question_5,yes,yes,
44,Question_5.1,yes,yes,
44,Question_5.1_2,no,no,
44,Question_5.1_3,no,no,
44,Question_5.1_4,no,no,
44,Question_7,yes,yes,
44,Question_7.1,no,no,
44,Question_7_2,no,no,
44,Question_8,yes,yes,
44,Question_8_2,no,no,
44,Question_9.1,yes,yes,
45,Question_1,no,no,
45,Question_1.1,no,no,
45,Question_1.1_2,no,no,
45,Question_1.1_3,no,no,
45,Question_1.1_4,no,no,
45,Question_1.1_5,no,no,
45,Question_10,no,no,
45,Question_2,no,no,
45,Question_2.1,no,no,
45,Question_2.1_2,no,no,
45,Question_2.1_3,no,no,
45,Question_2.2,no,no,
45,Question_2.2_2,no,no,
45,Question_2_2,no,no,
45,Question_3.1,no,no,
45,Question_3.1_2,no,no,
45,Question_4,no,no,
45,Question_4.1,no,no,
45,Question_4_2,no,no,
45,Question_5,no,no,
45,Question_5.1,no,no,
45,Question_5.1_2,no,no,
45,Question_5.1_3,no,no,
45,Question_5.1_4,no,no,
45,Question_7,no,no,
45,Question_7.1,no,no,
45,Question_7_2,no,no,
45,Question_8,no,no,
45,Question_8_2,no,no,
45,Question_9.1,no,no,
46,Question_1,no,no,
46,Question_1.1,no,no,
46,Question_1.1_2,no,no,
46,Question_1.1_3,no,no,
46,Question_1.1_4,no,no,
46,Question_1.1_5,no,no,
46,Question_10,no,no,
46,Question_2,no,no,
46,Question_2.1,no,no,
46,Question_2.1_2,no,no,
46,Question_2.1_3,no,no,
46,Question_2.2,no,no,
46,Question_2.2_2,no,no,
46,Question_2_2,no,no,
46,Question_3.1,no,no,
46,Question_3.1_2,no,no,
46,Question_4,no,no,
46,Question_4.1,no,no,
46,Question_4_2,no,no,
46,Question_5,no,no,
46,Question_5.1,no,no,
46,Question_5.1_2,no,no,
46,Question_5.1_3,no,no,
46,Question_5.1_4,no,no,
46,Question_7,no,no,
46,Question_7.1,no,no,
46,Question_7_2,no,no,
46,Question_8,no,no,
46,Question_8_2,no,no,
46,Question_9.1,no,no,
47,Question_1,yes,yes,
47,Question_1.1,yes,yes,
47,Question_1.1_2,no,no,
47,Question_1.1_3,no,no,
47,Question_1.1_4,no,no,
47,Question_1.1_5,no,no,
47,Question_10,yes,yes,
47,Question_2,yes,yes,
47,Question_2.1,yes,yes,
47,Question_2.1_2,no,no,
47,Question_2.1_3,no,no,
47,Question_2.2,yes,yes,
47,Question_2.2_2,no,no,
47,Question_2_2,no,no,
47,Question_3.1,no,no,
47,Question_3.1_2,no,no,
47,Question_4,yes,yes,
47,Question_4.1,yes,yes,
47,Question_4_2,no,no,
47,Question_5,yes,yes,
47,Question_5.1,yes,yes,
47,Question_5.1_2,no,no,
47,Question_5.1_3,no,no,
47,Question_5.1_4,no,no,
47,Question_7,yes,yes,
47,Question_7.1,yes,yes,
47,Question_7_2,no,no,
47,Question_8,yes,yes,
47,Question_8_2,no,no,
47,Question_9.1,yes,yes,
48,Question_1,no,no,
48,Question_1.1,no,no,
48,Question_1.1_2,no,no,
48,Question_1.1_3,no,no,
48,Question_1.1_4,no,no,
48,Question_1.1_5,no,no,
48,Question_10,no,no,
48,Question_2,no,no,
48,Question_2.1,no,no,
48,Question_2.1_2,no,no,
48,Question_2.1_3,no,no,
48,Question_2.2,no,no,
48,Question_2.2_2,no,no,
48,Question_2_2,no,no,
48,Question_3.1,no,no,
48,Question_3.1_2,no,no,
48,Question_4,no,no,
48,Question_4.1,no,no,
48,Question_4_2,no,no,
48,Question_5,no,no,
48,Question_5.1,no,no,
48,Question_5.1_2,no,no,
48,Question_5.1_3,no,no,
48,Question_5.1_4,no,no,
48,Question_7,no,no,
48,Question_7.1,no,no,
48,Question_7_2,no,no,
48,Question_8,no,no,
48,Question_8_2,no,no,
48,Question_9.1,no,no,
49,Question_1,no,no,
49,Question_1.1,no,no,
49,Question_1.1_2,no,no,
49,Question_1.1_3,no,no,
49,Question_1.1_4,no,no,
49,Question_1.1_5,no,no,
49,Question_10,no,no,
49,Question_2,no,no,
49,Question_2.1,no,no,
49,Question_2.1_2,no,no,
49,Question_2.1_3,no,no,
49,Question_2.2,no,no,
49,Question_2.2_2,no,no,
49,Question_2_2,no,no,
49,Question_3.1,no,no,
49,Question_3.1_2,no,no,
49,Question_4,no,no,
49,Question_4.1,no,no,
49,Question_4_2,no,no,
49,Question_5,no,no,
49,Question_5.1,no,no,
49,Question_5.1_2,no,no,
49,Question_5.1_3,no,no,
49,Question_5.1_4,no,no,
49,Question_7,no,no,
49,Question_7.1,no,no,
49,Question_7_2,no,no,
49,Question_8,no,no,
49,Question_8_2,no,no,
49,Question_9.1,no,no,
50,Question_1,yes,yes,
50,Question_1.1,yes,yes,
50,Question_1.1_2,no,no,
50,Question_1.1_3,no,no,
50,Question_1.1_4,no,no,
50,Question_1.1_5,no,no,
50,Question_10,yes,yes,
50,Question_2,yes,yes,
50,Question_2.1,yes,yes,
50,Question_2.1_2,no,no,
50,Question_2.1_3,no,no,
50,Question_2.2,yes,yes,
50,Question_2.2_2,no,no,
50,Question_2_2,no,no,
50,Question_3.1,yes,yes,
50,Question_3.1_2,no,no,
50,Question_4,yes,yes,
50,Question_4.1,yes,yes,
50,Question_4_2,no,no,
50,Question_5,yes,yes,
50,Question_5.1,yes,yes,
50,Question_5.1_2,no,no,
50,Question_5.1_3,no,no,
50,Question_5.1_4,no,no,
50,Question_7,yes,yes,
50,Question_7.1,yes,yes,
50,Question_7_2,no,no,
50,Question_8,yes,yes,
50,Question_8_2,no,no,
50,Question_9.1,yes,yes,
51,Question_1,no,no,
51,Question_1.1,no,no,
51,Question_1.1_2,no,no,
51,Question_1.1_3,no,no,
51,Question_1.1_4,no,no,
51,Question_1.1_5,no,no,
51,Question_10,no,no,
51,Question_2,no,no,
51,Question_2.1,no,no,
51,Question_2.1_2,no,no,
51,Question_2.1_3,no,no,
51,Question_2.2,no,no,
51,Question_2.2_2,no,no,
51,Question_2_2,no,no,
51,Question_3.1,no,no,
51,Question_3.1_2,no,no,
51,Question_4,no,no,
51,Question_4.1,no,no,
51,Question_4_2,no,no,
51,Question_5,no,no,
51,Question_5.1,no,no,
51,Question_5.1_2,no,no,
51,Question_5.1_3,no,no,
51,Question_5.1_4,no,no,
51,Question_7,no,no,
51,Question_7.1,no,no,
51,Question_7_2,no,no,
51,Question_8,no,no,
51,Question_8_2,no,no,
51,Question_9.1,no,no,
